pcd_path,obj_token,frame_id,depth_path,expected_model_path,expected_obj_id
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000489_000003.ply,3,489,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000489.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000489_000004.ply,4,489,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000489.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000489_000005.ply,5,489,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000489.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000489_000006.ply,6,489,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000489.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000489_000007.ply,7,489,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000489.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000000.ply,0,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000001.ply,1,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000002.ply,2,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000003.ply,3,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000004.ply,4,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000005.ply,5,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000006.ply,6,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000492_000007.ply,7,492,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000492.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000000.ply,0,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000001.ply,1,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000002.ply,2,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000003.ply,3,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000004.ply,4,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000005.ply,5,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000006.ply,6,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000498_000007.ply,7,498,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000498.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000000.ply,0,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000001.ply,1,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000002.ply,2,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000003.ply,3,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000004.ply,4,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000005.ply,5,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000006.ply,6,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000507_000007.ply,7,507,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000507.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000000.ply,0,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000001.ply,1,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000002.ply,2,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000003.ply,3,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000004.ply,4,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000005.ply,5,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000006.ply,6,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000510_000007.ply,7,510,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000510.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000000.ply,0,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000001.ply,1,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000002.ply,2,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000003.ply,3,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000004.ply,4,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000005.ply,5,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000006.ply,6,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000512_000007.ply,7,512,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000512.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000000.ply,0,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000001.ply,1,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000002.ply,2,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000003.ply,3,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000004.ply,4,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000005.ply,5,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000006.ply,6,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000515_000007.ply,7,515,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000515.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000000.ply,0,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000001.ply,1,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000002.ply,2,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000003.ply,3,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000004.ply,4,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000005.ply,5,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000006.ply,6,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000521_000007.ply,7,521,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000521.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000000.ply,0,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000001.ply,1,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000002.ply,2,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000003.ply,3,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000004.ply,4,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000005.ply,5,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000006.ply,6,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000522_000007.ply,7,522,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000522.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000000.ply,0,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000001.ply,1,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000002.ply,2,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000003.ply,3,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000004.ply,4,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000005.ply,5,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000006.ply,6,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000523_000007.ply,7,523,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000523.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000000.ply,0,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000001.ply,1,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000002.ply,2,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000003.ply,3,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000004.ply,4,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000005.ply,5,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000006.ply,6,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000533_000007.ply,7,533,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000533.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000000.ply,0,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000001.ply,1,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000002.ply,2,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000003.ply,3,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000008.ply,8
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000004.ply,4,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000009.ply,9
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000005.ply,5,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000010.ply,10
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000006.ply,6,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000011.ply,11
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000558_000007.ply,7,558,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000558.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000012.ply,12
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000559_000000.ply,0,559,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000559.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000001.ply,1
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000559_000001.ply,1,559,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000559.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000005.ply,5
data/LM-O (Linemod-Occluded)/lmo_test_all/test/_preprocessed_lmo/inst_pcd_visib/000002\000559_000002.ply,2,559,data/LM-O (Linemod-Occluded)/lmo_test_all/test/000002/depth\000559.png,data/LM-O (Linemod-Occluded)/lmo_models/models_eval\obj_000006.ply,6
